index,success,ik_time_ms,pos_err_m,rot_err_rad,failure_reason
458,1,0.736351,7.656070048004703e-08,1.3978528260658475e-07,
459,1,0.703328,4.1007483823605415e-08,1.3978528260658475e-07,
460,1,0.649040,3.689964685655103e-07,1.5205026887445933e-06,
461,1,0.854098,2.224460351385767e-06,7.133408583665562e-06,
462,1,0.735049,1.3826992169823492e-10,0.0,
463,1,0.817500,2.163425277076679e-07,3.976125736274229e-07,
464,1,0.722083,7.470714248368658e-07,5.0995074223315e-06,
465,1,0.617756,2.2833456698924566e-06,4.955168252705706e-06,
466,1,0.658608,6.648759257551359e-10,0.0,
467,1,1.137990,6.211312422394816e-07,5.46285592908365e-07,
468,1,0.678435,9.433711132210979e-11,0.0,
469,1,0.654174,5.548140163694671e-09,5.16191365590357e-08,
470,1,0.751967,9.817448077314066e-09,2.9802322387695312e-08,
471,1,0.681084,2.1937969148616187e-10,0.0,
472,1,0.596067,1.3797211828601131e-06,5.5136712768821414e-06,
473,1,0.665693,1.3347653549141513e-08,0.0,
474,1,1.206663,1.6764779808213314e-11,0.0,
475,1,0.854802,1.3305427790349434e-06,6.621617315048978e-06,
476,1,0.824989,3.16587698073805e-06,3.83408933443931e-06,
477,1,0.888430,1.1964714549257168e-10,0.0,
478,1,0.981514,3.5706596106454696e-09,0.0,
479,1,0.663326,1.5952951021806527e-06,4.943863057543179e-06,
480,1,0.922053,2.1222771859011077e-06,8.366229051549457e-06,
481,1,0.737071,5.80979571261684e-09,0.0,
482,1,1.158121,5.545192785493787e-07,1.9907415976721552e-06,
483,1,0.776049,2.4844276780653598e-11,0.0,
484,1,0.813077,1.957003880417834e-06,1.683765279272312e-06,
485,1,0.733744,4.6038057707188776e-07,1.7960690466546857e-06,
486,1,0.703413,1.8611409615635138e-08,0.0,
487,1,0.779782,7.52502996631879e-09,0.0,
488,1,0.827617,3.2468672451865876e-09,0.0,
489,1,0.907692,5.460879581991848e-09,0.0,
490,1,0.973715,4.528249730692483e-07,1.2622963538496329e-06,
491,1,0.793038,8.813772114185165e-09,0.0,
492,1,0.945583,2.1484834020701362e-07,7.685301875011745e-07,
493,1,0.802160,8.807465044203378e-08,3.264680847556393e-07,
494,1,1.027038,4.305882880794665e-07,1.4648682746225337e-06,
495,1,0.779750,1.013124737862555e-11,0.0,
496,1,0.825883,6.8290995731474145e-12,0.0,
497,1,0.917614,6.272366178534419e-09,0.0,
498,1,0.749375,6.73004902187462e-06,8.642005483534516e-06,
499,1,0.698241,1.479902072762493e-09,0.0,
